track_name,track_artist,track_popularity,id,playlist_genre,uri,duration_ms,acousticness,energy
I'm Yours,Jason Mraz,74,1EzrEOXmMH3G43AXT1y7pA,pop,spotify:track:1EzrEOXmMH3G43AXT1y7pA,242947,0.559,0.444
Wherever You Will Go,The Calling,74,5QpaGzWp0hwB5faV8dkbAz,pop,spotify:track:5QpaGzWp0hwB5faV8dkbAz,208600,0.0367,0.719
Somebody That I Used To Know,"Gotye, Kimbra",74,4wCmqSrbyCgxEXROQE6vtV,pop,spotify:track:4wCmqSrbyCgxEXROQE6vtV,244973,0.591,0.495
Girl on Fire,Alicia Keys,74,4esOae7i4rqTbAu9o5Pxco,pop,spotify:track:4esOae7i4rqTbAu9o5Pxco,224920,0.135,0.706
You Know I'm No Good,Amy Winehouse,74,0DMRKqrpd0QO4RWiEdMib0,pop,spotify:track:0DMRKqrpd0QO4RWiEdMib0,257187,0.0137,0.495
Be Alright,Dean Lewis,74,3EPXxR3ImUwfayaurPi3cm,pop,spotify:track:3EPXxR3ImUwfayaurPi3cm,196373,0.697,0.586
Someone To You,BANNERS,74,2f0pn9DkEJwAzXApnFh5cr,pop,spotify:track:2f0pn9DkEJwAzXApnFh5cr,219801,0.00517,0.903
Arcade,Duncan Laurence,73,1Xi84slp6FryDSCbzq4UCD,pop,spotify:track:1Xi84slp6FryDSCbzq4UCD,183624,0.817,0.331
Fight Song,Rachel Platten,73,37f4ITSlgPX81ad2EvmVQr,pop,spotify:track:37f4ITSlgPX81ad2EvmVQr,204013,0.0549,0.714
Teenage Dream,Katy Perry,73,5jzKL4BDMClWqRguW5qZvh,pop,spotify:track:5jzKL4BDMClWqRguW5qZvh,227741,0.0162,0.798
What About Us,P!nk,72,0Qh38w01QRXK6KHIv0e3hb,pop,spotify:track:0Qh38w01QRXK6KHIv0e3hb,269600,0.0281,0.588
Demons,Imagine Dragons,72,3LlAyCYU26dvFZBDUIMb7a,pop,spotify:track:3LlAyCYU26dvFZBDUIMb7a,175200,0.19,0.71
If You Love Her,Forest Blakk,72,727Z2S2mtNH46CbP9EWPwY,pop,spotify:track:727Z2S2mtNH46CbP9EWPwY,217352,0.355,0.445
Issues,Julia Michaels,72,7vu0JkJh0ldukEYbTVcqd0,pop,spotify:track:7vu0JkJh0ldukEYbTVcqd0,176320,0.401,0.415
You Say,Lauren Daigle,72,6Up545NUflOiXo8cEraH49,pop,spotify:track:6Up545NUflOiXo8cEraH49,274693,0.682,0.632
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",72,2kJwzbxV2ppxnQoYw4GLBZ,pop,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,208687,0.866,0.473
Halo,Beyoncé,71,4JehYebiI9JE8sR8MisGVb,pop,spotify:track:4JehYebiI9JE8sR8MisGVb,261640,0.272,0.72
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",71,7a86XRg84qjasly9f6bPSD,pop,spotify:track:7a86XRg84qjasly9f6bPSD,250627,0.02,0.638
No One,Alicia Keys,71,6IwKcFdiRQZOWeYNhUiWIv,pop,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,253813,0.0209,0.549
Back To Black,Amy Winehouse,70,30FURVTCpbKyykjSEQzGkH,pop,spotify:track:30FURVTCpbKyykjSEQzGkH,240440,0.123,0.725
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",70,2wrJq5XKLnmhRXHIAf9xBa,pop,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,167693,0.153,0.63
Rise Up,Andra Day,70,0tV8pOpiNsKqUys0ilUcXz,pop,spotify:track:0tV8pOpiNsKqUys0ilUcXz,253342,0.805,0.316
Part Of Me,Katy Perry,70,6yARPLK0PV4heEyh7pVMGz,pop,spotify:track:6yARPLK0PV4heEyh7pVMGz,216160,0.000348,0.922
jar of hearts,Christina Perri,69,0HZhYMZOcUzZKSFwPOti6m,pop,spotify:track:0HZhYMZOcUzZKSFwPOti6m,246587,0.726,0.348
Chandelier,Sia,69,2s1sdSqGcKxpPr5lCl7jAV,pop,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,216120,0.0197,0.787
Control,Zoe Wees,69,50Td3qilgs8BLtv8mHyT1t,pop,spotify:track:50Td3qilgs8BLtv8mHyT1t,230880,0.643,0.465
Locked out of Heaven,Bruno Mars,89,3w3y8KPTfNeOKPiqUTakBh,pop,spotify:track:3w3y8KPTfNeOKPiqUTakBh,233478,0.049,0.698
Starboy,"The Weeknd, Daft Punk",87,7MXVkk9YMctZqd1Srtv4MB,pop,spotify:track:7MXVkk9YMctZqd1Srtv4MB,230453,0.141,0.587
Without Me,Eminem,86,7lQ8MOhq6IN2w8EYcFNSUk,pop,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,290320,0.00286,0.669
Shape of You,Ed Sheeran,86,7qiZfU4dY1lWllzX7mPBI3,pop,spotify:track:7qiZfU4dY1lWllzX7mPBI3,233713,0.581,0.652
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",84,4QNpBfC0zvjKqPJcyqBy9W,pop,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,252307,0.191,0.939
Take on Me,a-ha,84,2WfaOiMkCvy7F5fcp2zZ8L,pop,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,225280,0.018,0.902
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",84,3ZFTkvIE7kyPt6Nu3PEa7V,pop,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,218093,0.284,0.824
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",84,5rb9QrpfcKFHM1EUbSIurX,pop,spotify:track:5rb9QrpfcKFHM1EUbSIurX,250373,0.0183,0.791
Shut Up and Dance,WALK THE MOON,83,4kbj5MwxO1bq9wjT5g9HaA,pop,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,199080,0.00701,0.866
Livin' On A Prayer,Bon Jovi,83,37ZJ0p5Jm13JPevGcx4SkF,pop,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,249293,0.0778,0.887
Wake Me Up,Avicii,83,0nrRP2bk19rLc0orkWPQk2,pop,spotify:track:0nrRP2bk19rLc0orkWPQk2,247427,0.0038,0.783
Toxic,Britney Spears,83,6I9VzXrHxO9rA9A5euc8Ak,pop,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,198800,0.0249,0.838
Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart",83,1TfqLAPs4K3s2rJMoCokcS,pop,spotify:track:1TfqLAPs4K3s2rJMoCokcS,216933,0.225,0.711
TiK ToK,Kesha,83,0HPD5WQqrq7wPWR7P7Dw1i,pop,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,199693,0.0991,0.837
Sorry,Justin Bieber,83,09CtPGIpYB4BrO8qb1RGsF,pop,spotify:track:09CtPGIpYB4BrO8qb1RGsF,200787,0.0797,0.76
Dancing Queen,ABBA,82,0GjEhVFGZW8afUYGChu3Rr,pop,spotify:track:0GjEhVFGZW8afUYGChu3Rr,230400,0.358,0.87
Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",82,7MmG8p0F9N3C4AXdK6o6Eb,pop,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,227267,0.213,0.823
The Way I Are,"Timbaland, Keri Hilson, D.O.E.",82,2bLqfJjuC5syrsgDsZfGmn,pop,spotify:track:2bLqfJjuC5syrsgDsZfGmn,179120,0.181,0.807
Timber,"Pitbull, Kesha",82,3cHyrEgdyYRjgJKSOiOtcS,pop,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,204160,0.0295,0.963
The Nights,Avicii,82,0ct6r3EGTcMLPtrXHDvVjc,pop,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,176658,0.0166,0.835
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",81,4356Typ82hUiFAynbLYbPn,pop,spotify:track:4356Typ82hUiFAynbLYbPn,220800,0.0338,0.861
...Baby One More Time,Britney Spears,81,3MjUtNVVq3C8Fn0MP3zhXa,pop,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,211067,0.202,0.699
Ms. Jackson,Outkast,81,0I3q5fE6wg7LIfHGngUTnV,pop,spotify:track:0I3q5fE6wg7LIfHGngUTnV,270507,0.143,0.806
Poker Face,Lady Gaga,81,1QV6tiMFM6fSOKOGLMHYYg,pop,spotify:track:1QV6tiMFM6fSOKOGLMHYYg,237200,0.119,0.806
Time of Our Lives,"Pitbull, Ne-Yo",82,2bJvI42r8EF3wxjOuDav4r,pop,spotify:track:2bJvI42r8EF3wxjOuDav4r,229360,0.0921,0.802
Summer,Calvin Harris,81,6YUTL4dYpB9xZO5qExPf05,pop,spotify:track:6YUTL4dYpB9xZO5qExPf05,222533,0.0211,0.856
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,81,2tUBqZG2AbRi7Q0BIrVrEj,pop,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,291293,0.207,0.824
Don't Let Me Down,"The Chainsmokers, Daya",80,1i1fxkWeaMmKEB4T7zqbzK,pop,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,208373,0.156,0.869
Gimme More,Britney Spears,80,6ic8OlLUNEATToEFU3xmaH,pop,spotify:track:6ic8OlLUNEATToEFU3xmaH,251240,0.25,0.844
24K Magic,Bruno Mars,80,6b8Be6ljOzmkOmFslEb23P,pop,spotify:track:6b8Be6ljOzmkOmFslEb23P,225983,0.034,0.803
Girls Just Want to Have Fun,Cyndi Lauper,80,4y1LsJpmMti1PfRQV9AWWe,pop,spotify:track:4y1LsJpmMti1PfRQV9AWWe,238267,0.22,0.799
Summer Of '69,Bryan Adams,80,0GONea6G2XdnHWjNZd6zt3,pop,spotify:track:0GONea6G2XdnHWjNZd6zt3,216053,0.0183,0.834
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",80,0qOnSQQF0yzuPWsXrQ9paz,pop,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,210960,0.0319,0.795
Call Me Maybe,Carly Rae Jepsen,80,20I6sIOMTCkB6w7ryavxtO,pop,spotify:track:20I6sIOMTCkB6w7ryavxtO,193400,0.0114,0.58
No Lie,"Sean Paul, Dua Lipa",80,48QmG1dfvMuYLxMPt7KSRA,pop,spotify:track:48QmG1dfvMuYLxMPt7KSRA,221176,0.0466,0.882
Titanium (feat. Sia),"David Guetta, Sia",80,0TDLuuLlV54CkRRUOahJb4,pop,spotify:track:0TDLuuLlV54CkRRUOahJb4,245040,0.0679,0.787
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",80,0O45fw2L5vsWpdsOdXwNAR,pop,spotify:track:0O45fw2L5vsWpdsOdXwNAR,242733,0.0584,0.583
I Gotta Feeling,Black Eyed Peas,80,4kLLWz7srcuLKA7Et40PQR,pop,spotify:track:4kLLWz7srcuLKA7Et40PQR,289133,0.0873,0.766
What Do You Mean?,Justin Bieber,79,4B0JvthVoAAuygILe3n4Bs,pop,spotify:track:4B0JvthVoAAuygILe3n4Bs,205680,0.59,0.567
Don't Stop The Music,Rihanna,79,0ByMNEPAPpOR5H69DVrTNy,pop,spotify:track:0ByMNEPAPpOR5H69DVrTNy,267080,0.0341,0.669
Wannabe,Spice Girls,79,1Je1IMUlBXcx1Fz0WE7oPT,pop,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,173027,0.101,0.864
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",79,7pYfyrMNPn3wtoCyqcTVoI,pop,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,201493,0.0119,0.761
Oops!...I Did It Again,Britney Spears,79,6naxalmIoLFWR0siv8dnQQ,pop,spotify:track:6naxalmIoLFWR0siv8dnQQ,211160,0.3,0.834
Tainted Love,Soft Cell,79,0cGG2EouYCEEC3xfa0tDFV,pop,spotify:track:0cGG2EouYCEEC3xfa0tDFV,153800,0.462,0.501
Just Dance,"Lady Gaga, Colby O'Donis",79,1dzQoRqT5ucxXVaAhTcT0J,pop,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,241933,0.0264,0.739
Blame (feat. John Newman),"Calvin Harris, John Newman",79,07nH4ifBxUB4lZcsf44Brn,pop,spotify:track:07nH4ifBxUB4lZcsf44Brn,212960,0.0287,0.857
Candy Shop,"50 Cent, Olivia",78,5D2mYZuzcgjpchVY1pmTPh,pop,spotify:track:5D2mYZuzcgjpchVY1pmTPh,209107,0.0253,0.574
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,78,3vkQ5DAB1qQMYO4Mr9zJN6,pop,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,292613,0.02,0.491
Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",78,2V65y3PX4DkRhy1djlxd9p,pop,spotify:track:2V65y3PX4DkRhy1djlxd9p,212862,0.112,0.84
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",78,5tf1VVWniHgryyumXyJM7w,pop,spotify:track:5tf1VVWniHgryyumXyJM7w,219043,0.0185,0.815
Rock Your Body,Justin Timberlake,78,1AWQoqb9bSvzTjaLralEkT,pop,spotify:track:1AWQoqb9bSvzTjaLralEkT,267267,0.201,0.714
Disturbia,Rihanna,78,2VOomzT6VavJOGBeySqaMc,pop,spotify:track:2VOomzT6VavJOGBeySqaMc,238627,0.0861,0.814
Believe,Cher,78,2goLsvvODILDzeeiT4dAoR,pop,spotify:track:2goLsvvODILDzeeiT4dAoR,239027,0.0082,0.917
Don't Go Breaking My Heart,"Elton John, Kiki Dee",78,7HW5WIw7ZgZORCzUxv5gW5,pop,spotify:track:7HW5WIw7ZgZORCzUxv5gW5,275440,0.149,0.844
Can't Get You out of My Head,Kylie Minogue,78,3E7ZwUMJFqpsDOJzEkBrQ7,pop,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,230640,0.0263,0.563
Temperature,Sean Paul,78,0k2GOhqsrxDTAbFFSdNJjT,pop,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,218573,0.106,0.6
Latch,"Disclosure, Sam Smith",78,51ODNNDZm21HU7wI7cccRr,pop,spotify:track:51ODNNDZm21HU7wI7cccRr,255632,0.0159,0.726
Waiting For Love,Avicii,78,2P4OICZRVAQcYAV2JReRfj,pop,spotify:track:2P4OICZRVAQcYAV2JReRfj,230613,0.31,0.736
On The Floor,"Jennifer Lopez, Pitbull",78,3C0nOe05EIt1390bVABLyN,pop,spotify:track:3C0nOe05EIt1390bVABLyN,284867,0.105,0.777
9 to 5,Dolly Parton,78,4w3tQBXhn5345eUXDGBWZG,pop,spotify:track:4w3tQBXhn5345eUXDGBWZG,162467,0.416,0.783
Family Affair,Mary J. Blige,78,3aw9iWUQ3VrPQltgwvN9Xu,pop,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,265867,0.133,0.551
Shake It Off,Taylor Swift,78,0cqRj7pUJDkTCEsJkx8snD,pop,spotify:track:0cqRj7pUJDkTCEsJkx8snD,219200,0.0647,0.8
Pon de Replay,Rihanna,78,4TsmezEQVSZNNPv5RJ65Ov,pop,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,246960,0.000155,0.64
Lady - Hear Me Tonight,Modjo,77,49X0LAl6faAusYq02PRAY6,pop,spotify:track:49X0LAl6faAusYq02PRAY6,307154,0.00793,0.808
All That She Wants,Ace of Base,77,6kWJvPfC4DgUpRsXKNa9z9,pop,spotify:track:6kWJvPfC4DgUpRsXKNa9z9,211213,0.00547,0.625
Wild Ones (feat. Sia),"Flo Rida, Sia",77,1NpW5kyvO4XrNJ3rnfcNy3,pop,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,232947,0.0991,0.86
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",77,2Foc5Q5nqNiosCNqttzHof,pop,spotify:track:2Foc5Q5nqNiosCNqttzHof,248413,0.0426,0.811
Levels - Radio Edit,Avicii,77,5UqCQaDshqbIk3pkhy4Pjg,pop,spotify:track:5UqCQaDshqbIk3pkhy4Pjg,199907,0.0462,0.889
Billie Jean,Michael Jackson,77,5ChkMS8OtdzJeqyybCc9R5,pop,spotify:track:5ChkMS8OtdzJeqyybCc9R5,293827,0.0236,0.654
Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",77,0Hf4aIJpsN4Os2f0y0VqWl,pop,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,229507,0.039,0.758
I Love Rock 'N Roll,Joan Jett & the Blackhearts,77,2Cdvbe2G4hZsnhNMKyGrie,pop,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,175173,0.326,0.716
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",77,5IVuqXILoxVWvWEPm82Jxr,pop,spotify:track:5IVuqXILoxVWvWEPm82Jxr,236133,0.00249,0.77
This Is What You Came For,"Calvin Harris, Rihanna",77,0azC730Exh71aQlOt9Zj3y,pop,spotify:track:0azC730Exh71aQlOt9Zj3y,222160,0.199,0.927
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",76,3bidbhpOYeV4knp8AIu8Xn,pop,spotify:track:3bidbhpOYeV4knp8AIu8Xn,258343,0.0291,0.922
Starships,Nicki Minaj,76,2EBCVPNAG46nbgs6jXPGvv,pop,spotify:track:2EBCVPNAG46nbgs6jXPGvv,210627,0.135,0.716
No Diggity,"Blackstreet, Dr. Dre, Queen Pen",76,6MdqqkQ8sSC0WB4i8PyRuQ,pop,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,304600,0.303,0.646
Walking On Sunshine,Katrina & The Waves,76,05wIrZSwuaVWhcv5FfqeH0,pop,spotify:track:05wIrZSwuaVWhcv5FfqeH0,238733,0.0119,0.87
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",76,6ebkx7Q5tTxrCxKq4GYj0Y,pop,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,234560,0.0283,0.869
International Love (feat. Chris Brown),"Pitbull, Chris Brown",77,62zFEHfAYl5kdHYOivj4BC,pop,spotify:track:62zFEHfAYl5kdHYOivj4BC,227280,0.0124,0.855
Mamma Mia,ABBA,76,2TxCwUlqaOH3TIyJqGgR91,pop,spotify:track:2TxCwUlqaOH3TIyJqGgR91,213267,0.295,0.748
Don't You Want Me,The Human League,76,3L7RtEcu1Hw3OXrpnthngx,pop,spotify:track:3L7RtEcu1Hw3OXrpnthngx,236920,0.184,0.738
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,76,6JV2JOEocMgcZxYSZelKcc,pop,spotify:track:6JV2JOEocMgcZxYSZelKcc,236002,0.0123,0.83
Boogie Wonderland,"Earth, Wind & Fire, The Emotions",76,6ztstiyZL6FXzh4aG46ZPD,pop,spotify:track:6ztstiyZL6FXzh4aG46ZPD,288293,0.0843,0.756
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",76,4J7CKHCF3mdL4diUsmW8lq,pop,spotify:track:4J7CKHCF3mdL4diUsmW8lq,184280,0.129,0.915
Con Calma,"Daddy Yankee, Snow",76,5w9c2J52mkdntKOmRLeM2m,pop,spotify:track:5w9c2J52mkdntKOmRLeM2m,193227,0.11,0.86
Glad You Came,The Wanted,76,5yDL13y5giogKs2fSNf7sj,pop,spotify:track:5yDL13y5giogKs2fSNf7sj,197936,0.0319,0.851
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",76,2YWjW3wwQIBLNhxWKBQd16,pop,spotify:track:2YWjW3wwQIBLNhxWKBQd16,176561,0.00346,0.809
Good Feeling,Flo Rida,76,2LEF1A8DOZ9wRYikWgVlZ8,pop,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,248133,0.0588,0.89
Alors on danse - Radio Edit,Stromae,75,2GYHyAoLWpkxLVa4oYTVko,pop,spotify:track:2GYHyAoLWpkxLVa4oYTVko,206067,0.0983,0.593
We Found Love,"Rihanna, Calvin Harris",75,0U10zFw4GlBacOy9VDGfGL,pop,spotify:track:0U10zFw4GlBacOy9VDGfGL,215227,0.025,0.766
Jump - 2015 Remaster,Van Halen,75,7N3PAbqfTjSEU1edb2tY8j,pop,spotify:track:7N3PAbqfTjSEU1edb2tY8j,241600,0.171,0.835
Good Time,"Owl City, Carly Rae Jepsen",75,1kPpge9JDLpcj15qgrPbYX,pop,spotify:track:1kPpge9JDLpcj15qgrPbYX,205933,0.0239,0.872
Replay,Iyaz,75,4E5P1XyAFtrjpiIxkydly4,pop,spotify:track:4E5P1XyAFtrjpiIxkydly4,182307,0.173,0.751
Break Free,"Ariana Grande, Zedd",75,12KUFSHFgT0XCoiSlvdQi4,pop,spotify:track:12KUFSHFgT0XCoiSlvdQi4,214840,0.00637,0.702
"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",75,3u5N55tHf7hXATSQrjBh2q,pop,spotify:track:3u5N55tHf7hXATSQrjBh2q,213394,0.587,0.861
Flashdance...What a Feeling - Radio Edit,Irene Cara,75,3cbV252akVZInSvJk7jAYX,pop,spotify:track:3cbV252akVZInSvJk7jAYX,237053,0.00579,0.655
Ride Wit Me,"Nelly, City Spud",75,3Gf5nttwcX9aaSQXRWidEZ,pop,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,291782,0.0607,0.7
Mambo No. 5 (a Little Bit of...),Lou Bega,75,6x4tKaOzfNJpEJHySoiJcs,pop,spotify:track:6x4tKaOzfNJpEJHySoiJcs,220293,0.103,0.807
One More Time,Daft Punk,74,0DiWol3AO6WpXZgp0goxAV,pop,spotify:track:0DiWol3AO6WpXZgp0goxAV,320357,0.0194,0.697
Let's Groove,"Earth, Wind & Fire",75,3koCCeSaVUyrRo3N2gHrd8,pop,spotify:track:3koCCeSaVUyrRo3N2gHrd8,339320,0.121,0.648
The Final Countdown,Europe,74,3MrRksHupTVEQ7YbA0FsZK,pop,spotify:track:3MrRksHupTVEQ7YbA0FsZK,310333,0.0628,0.843
"Whenever, Wherever",Shakira,74,2lnzGkdtDj5mtlcOW2yRtG,pop,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,196160,0.237,0.832
Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters",74,5TmFTHZp7HjBXjjsFvCY6h,pop,spotify:track:5TmFTHZp7HjBXjjsFvCY6h,223112,0.0015,0.954
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,74,1di1BEgJYzPvXUuinsYJGP,pop,spotify:track:1di1BEgJYzPvXUuinsYJGP,225360,0.0352,0.853
Like a Prayer,Madonna,74,1z3ugFmUKoCzGsI6jdY4Ci,pop,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,342680,0.264,0.842
Hot N Cold,Katy Perry,74,0iGckQFyv6svOfAbAY9aWJ,pop,spotify:track:0iGckQFyv6svOfAbAY9aWJ,220227,7.73e-05,0.842
Bye Bye Bye,*NSYNC,74,4r8lRYnoOGdEi6YyI5OC1o,pop,spotify:track:4r8lRYnoOGdEi6YyI5OC1o,200560,0.0408,0.928
Hot In Herre,Nelly,74,04KTF78FFg8sOHC1BADqbY,pop,spotify:track:04KTF78FFg8sOHC1BADqbY,228240,0.204,0.741
Take A Chance On Me,ABBA,74,5BckPAYcKEJuYs1eV1BHHe,pop,spotify:track:5BckPAYcKEJuYs1eV1BHHe,243933,0.163,0.675
Barbie Girl,Aqua,74,5ZrDlcxIDZyjOzHdYW1ydr,pop,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,197960,0.017,0.879
Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado",74,0wbDgMuAoy7O7pL3a69uZx,pop,spotify:track:0wbDgMuAoy7O7pL3a69uZx,234027,0.168,0.711
Just Can't Get Enough,Depeche Mode,74,0qi4b1l0eT3jpzeNHeFXDT,pop,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,220893,0.403,0.772
Stayin' Alive,Bee Gees,74,4UDmDIqJIbrW0hMBQMFOsM,pop,spotify:track:4UDmDIqJIbrW0hMBQMFOsM,92867,0.113,0.535
Return of the Mack,Mark Morrison,73,3jDdpx9PMlfMBS5tOBHFm9,pop,spotify:track:3jDdpx9PMlfMBS5tOBHFm9,213093,0.00631,0.833
Don't Stop 'Til You Get Enough,Michael Jackson,73,46eu3SBuFCXWsPT39Yg3tJ,pop,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,365467,0.126,0.821
Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas",73,3aQz0z86zrKjd1mcZlonxE,pop,spotify:track:3aQz0z86zrKjd1mcZlonxE,192294,0.000313,0.862
King,Olly Alexander (Years & Years),73,3AeicLnm55RqcXGBKYQolM,pop,spotify:track:3AeicLnm55RqcXGBKYQolM,215360,0.0594,0.857
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,73,1hQFF33xi8ruavZNyovtUN,pop,spotify:track:1hQFF33xi8ruavZNyovtUN,197147,0.0588,0.495
Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",73,63CSozvYUEudPp12679UVF,pop,spotify:track:63CSozvYUEudPp12679UVF,214789,0.0726,0.699
Livin' la Vida Loca,Ricky Martin,73,0Ph6L4l8dYUuXFmb71Ajnd,pop,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,243160,0.00414,0.954
Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",73,0n4bITAu0Y0nigrz3MFJMb,pop,spotify:track:0n4bITAu0Y0nigrz3MFJMb,263827,0.00334,0.599
4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",73,1oHClQEgDmmbcEx12Kc5nZ,pop,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,189693,0.00994,0.931
Call on Me - Radio Mix,Eric Prydz,73,1xNcBAoUw8Hz6LqK2jt4Ff,pop,spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff,171360,0.00427,0.837
Best of My Love,The Emotions,73,2M2WJ7gBlcKNxdhyfPp9zY,pop,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,220560,0.447,0.713
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,"Bingo Players, Far East Movement",72,3wLPRjw2XQpmowqXUXb3UF,pop,spotify:track:3wLPRjw2XQpmowqXUXb3UF,166933,0.0205,0.985
Kiss,Prince,73,62LJFaYihsdVrrkgUOJC05,pop,spotify:track:62LJFaYihsdVrrkgUOJC05,226240,0.0135,0.271
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",72,7ks6AZmFcm3Y6PGGxGSmlB,pop,spotify:track:7ks6AZmFcm3Y6PGGxGSmlB,194840,0.055,0.876
I Kissed A Girl,Katy Perry,72,14iN3o8ptQ8cFVZTEmyQRV,pop,spotify:track:14iN3o8ptQ8cFVZTEmyQRV,179640,0.00226,0.76
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",72,6PUIzlqotEmPuBfjbwYWOB,pop,spotify:track:6PUIzlqotEmPuBfjbwYWOB,214912,0.0157,0.81
Dynamite,Taio Cruz,72,2CEgGE6aESpnmtfiZwYlbV,pop,spotify:track:2CEgGE6aESpnmtfiZwYlbV,202613,0.0039,0.781
Born in the U.S.A.,Bruce Springsteen,72,0dOg1ySSI7NkpAe89Zo0b9,pop,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,278680,0.000373,0.952
